drug_name,form,indication,prescription_raw
参桂胶囊,胶囊剂,益气通阳，活血化瘀。用于心阳不振，气虚血瘀所致的胸痛。症见胸部刺痛，固定不移，入夜更甚，遇冷加重，或畏寒喜暖，面色少华；冠心病心绞痛见上述证候者。,红参400g川芎450g桂枝300g
参精止渴丸,丸剂,益气养阴，生津止渴。用于气阴两亏、内热津伤所致的消渴，症见少气乏力、口干多饮、易饥、形体消瘦；2型糖尿病见上述证候者。,红参135g黄芪135g黄精270g茯苓135g白术135g葛根135g五味子27g黄连27g大黄27g甘草27g
驻车丸,丸剂,滋阴，止痢。用于久痢伤阴，赤痢腹痛，里急后重，休息痢。,黄连360g炮姜120g当归180g阿胶180g
春血安胶囊,胶囊剂,益肾固冲，调经止血。用于肝肾不足，冲任失调所致的月经失调、崩漏、痛经，症见经行错后、经水量多或淋漓不净、经行小腹冷痛、腰部疼痛；青春期功能失调性子宫出血、上节育环后出血见上述证候者。,熟地黄200g盐车前子80g茯苓100g柴胡66.67g牛膝100g五味子（酒蒸）100g肉桂40g泽泻66.67g三七66.67g附片（黑顺片）40g山药80g黄连20g牡丹皮66.67g
珍珠胃安丸,丸剂,行气止痛，宽中和胃。用于气滞所致的胃痛，症见胃脘疼痛胀满、泛吐酸水、嘈杂似饥；胃及十二指肠溃疡见上述证候者。,珍珠层粉450g甘草350g豆豉姜50g陈皮100g徐长卿50g
珍黄胶囊,胶囊剂,清热解毒，消肿止痛。用于肺胃热盛所致的咽喉肿痛、疮疡热疖。,珍珠11g人工牛黄45g三七90g黄芩浸膏粉56g冰片2.8g猪胆粉8g薄荷素油5.6g
草香胃康胶囊,胶囊剂,泄肝和胃，行气止痛。用于肝气犯胃所致的胃痛，症见胃脘疼痛、饥后尤甚、泛吐酸水、食欲不佳、心烦易怒；胃及十二指肠球部溃疡、慢性胃炎见上述证候者。,鸡内金83.3g决明子194.4g海螵蛸83.3g牡蛎111.1g木香27.8g阿魏55.5g
茵山莲颗粒,颗粒剂,清热解毒利湿。用于湿热蕴毒所致的胁痛、口苦、尿黄、舌苔黄腻、脉弦滑数；急、慢性肝炎，胆囊炎见上述证候者。,茵陈382g半枝莲954g五味子191g栀子191g甘草191g板蓝根191g
茵芪肝复颗粒,颗粒剂,清热解毒利湿，舒肝补脾。用于慢性乙型病毒性肝炎肝胆湿热兼脾虚肝郁证，症见右胁胀满、恶心厌油、纳差食少、口淡乏味。,茵陈275g焦栀子184g大黄110g白花蛇舌草275g猪苓275g柴胡220g当归184g黄芪367g党参275g甘草92g
茵栀黄口服液,口服液,清热解毒，利湿退黄。用于肝胆湿热所致的黄疸，症见面目悉黄、胸胁胀痛、恶心呕吐、小便黄赤；急、慢性肝炎见上述证候者。,茵陈提取物12g栀子提取物6.4g黄芩提取物（以黄芩苷计）40g金银花提取物8g
茵栀黄软胶囊,软胶囊,清热解毒，利湿退黄。用于肝胆湿热所致的黄疸，症见面目悉黄、胸胁胀痛、恶心呕吐、小便黄赤；急、慢性肝炎见上述证候者。,茵陈提取物40g栀子提取物21.3g黄芩提取物（以黄芩苷计）133.3g金银花提取物26.67g
茵栀黄泡腾片,片剂,清热解毒，利湿退黄。用于肝胆湿热所致的黄疸，症见面目悉黄、胸胁胀痛、恶心呕吐、小便黄赤；急、慢性肝炎见上述证候者。,茵陈提取物60g栀子提取物32g黄芩提取物（以黄芩苷计）200g金银花提取物40g
茵栀黄胶囊,胶囊剂,清热解毒，利湿退黄。用于肝胆湿热所致的黄疸，症见面目悉黄、胸胁胀痛、恶心呕吐、小便黄赤；急、慢性肝炎见上述证候者。,茵陈提取物60g栀子提取物32g黄芩提取物（以黄芩苷计）200g金银花提取物40g
茵栀黄颗粒,颗粒剂,清热解毒，利湿退黄。用于肝胆湿热所致的黄疸，症见面目悉黄、胸胁胀痛、恶心呕吐、小便黄赤；急、慢性肝炎见上述证候者。,茵陈（绵茵陈）提取物20g栀子提取物10.7g黄芩提取物（以黄芩苷计）66.7g金银花提取物13.3g
茵胆平肝胶囊,胶囊剂,清热，利湿，退黄。用于肝胆湿热所致的胁痛、口苦、尿黄、身目发黄；急、慢性肝炎见上述证候者。,茵陈500g龙胆400g黄芩100g猪胆粉100g栀子150g炒白芍100g当归100g甘草100g
荜铃胃痛颗粒,颗粒剂,行气活血，和胃止痛。用于气滞血瘀所致的胃脘痛；慢性胃炎见有上述证候者。,荜澄茄503g川楝子503g醋延胡索302g酒大黄151g黄连151g吴茱萸76g醋香附503g香橼503g佛手302g海螵蛸503g煅瓦楞子503g
荡石胶囊,胶囊剂,清热利尿，通淋排石。用于肾结石，输尿管、膀胱等泌尿系统结石。,苘麻子125g石韦100g海浮石125g蛤壳125g茯苓240g小蓟125g玄明粉83g牛膝125g甘草50g
药艾条,贴膏剂,行气血，逐寒湿。用于风寒湿痹，肌肉酸麻，关节四肢疼痛，脘腹冷痛。,艾叶20000g桂枝1250g高良姜1250g广藿香500g降香1750g香附500g白芷1000g陈皮500g丹参500g生川乌750g
枳术丸,丸剂,健脾消食，行气化湿。用于脾胃虚弱，食少不化，脘腹痞满。,枳实（炒）250g麸炒白术500g
枳术颗粒,颗粒剂,健脾消食，行气化湿。用于脾胃虚弱，食少不化，脘腹痞满。,麸炒枳实333g麸炒白术666g荷叶100g
枳实导滞丸,丸剂,消积导滞，清利湿热。用于饮食积滞、湿热内阻所致的脘腹胀痛、不思饮食、大便秘结、痢疾里急后重。,枳实（炒）100g大黄200g黄连（姜汁炙）60g黄芩60g六神曲（炒）100g白术（炒）100g茯苓60g泽泻40g
柏子养心丸,丸剂,补气，养血，安神。用于心气虚寒，心悸易惊，失眠多梦，健忘。,柏子仁25g党参25g炙黄芪100g川芎100g当归100g茯苓200g制远志25g酸枣仁25g肉桂25g醋五味子25g半夏曲100g炙甘草10g朱砂30g
柏子养心片,片剂,补气、养血，安神。用于心气虚寒，心悸易惊，失眠多梦，健忘。,柏子仁32g党参32g炙黄芪128g川芎128g当归128g茯苓256g制远志32g酸枣仁32g肉桂32g醋五味子32g半夏曲128g炙甘草13g朱砂38g
栀子金花丸,丸剂,清热泻火，凉血解毒。用于肺胃热盛，口舌生疮，牙龈肿痛，目赤眩晕，咽喉肿痛，吐血衄血，大便秘结。,栀子116g黄连4.8g黄芩192g黄柏60g大黄116g金银花40g知母40g天花粉60g
栀芩清热合剂,口服液,疏风散热，清热解毒。用于三焦热毒炽盛，发热头痛，口渴，尿赤等。,栀子400g黄芩400g连翘400g淡竹叶400g甘草200g薄荷油1ml
厚朴排气合剂,口服液,行气消胀，宽中除满。用于腹部非胃肠吻合术后早期肠麻痹，症见腹部胀满，胀痛不适，腹部膨隆，无排气、排便，舌质淡红，舌苔薄白或薄腻。,姜厚朴300g木香200g麸炒枳实200g大黄100g
按摩软膏,膏剂,活血化瘀，和络止痛。用于运动劳损，肌肉酸痛，跌打扭伤，无名肿痛。,芸香浸膏1.0g颠茄流浸膏1.0g乳香0.51g没药0.51g乌药0.51g川芎0.51g郁金0.51g水杨酸甲酯100g薄荷油107g肉桂油2.0g丁香油2.0g樟脑5g
胃乃安胶囊,胶囊剂,补气健脾，活血止痛。用于脾胃气虚，瘀血阻滞所致的胃痛，症见胃脘隐痛或刺痛、纳呆食少；慢性胃炎、胃及十二指肠溃疡见上述证候者。,黄芪650g三七65g红参21g珍珠层粉87g人工牛黄11g
胃立康片,片剂,健胃和中，顺气化滞。用于消化不良，倒饱嘈杂，呕吐胀满，肠鸣泻下。,广藿香75g炒麦芽75g茯苓75g六神曲（麸炒）75g苍术60g姜厚朴60g白术60g木香45g泽泻45g猪苓45g陈皮45g清半夏45g豆蔻30g甘草30g人参30g制吴茱萸30g
胃安胶囊,胶囊剂,养阴益胃，柔肝止痛。用于肝胃阴虚、胃气不和所致的胃痛、痞满，症见胃脘隐痛、纳少嘈杂、咽干口燥、舌红少津、脉细数；萎缩性胃炎见上述证候者。,石斛50g黄柏50g南沙参100g山楂100g枳壳（炒）100g黄精100g甘草50g白芍50g
胃苏颗粒,颗粒剂,理气消胀，和胃止痛。主治气滞型胃脘痛，症见胃脘胀痛，窜及两胁，得嗳气或矢气则舒，情绪郁怒则加重，胸闷食少，排便不畅，舌苔薄白，脉弦；慢性胃炎及消化性溃疡见上述证候者。,紫苏梗166.7g香附166.7g陈皮100g香橼166.7g佛手100g枳壳166.7g槟榔100g炒鸡内金100g
胃肠安丸,丸剂,芳香化浊，理气止痛，健胃导滞。用于湿浊中阻、食滞不化所致的腹泻、纳差、恶心、呕吐、腹胀、腹痛；消化不良、肠炎、痢疾见上述证候者。,木香300g沉香300g枳壳（麸炒）300g檀香180g大黄180g厚朴（姜炙）300g人工麝香9g巴豆霜120g大枣（去核）1000g川芎180g
胃肠复元膏,膏剂,益气活血，理气通下。用于胃肠术后腹胀、胃肠活动减弱，症见体乏气短、脘腹胀满、大便不下；亦可用于老年性便秘及虚性便秘。,麸炒枳壳100g太子参100g大黄150g蒲公英300g炒莱菔子200g木香100g赤芍150g紫苏梗100g黄芪150g桃仁150g
胃药胶囊,胶囊剂,制酸止痛。用于肝胃不和所致的胃脘疼痛、胃酸过多、嘈杂反酸；胃及十二指肠溃疡见上述证候者。,醋延胡索120g海螵蛸（漂）60g土木香60g枯矾90g鸡蛋壳（炒）120g煅珍珠母120g
胃复春片,片剂,健脾益气，活血解毒。用于胃癌癌前期病变、胃癌手术后辅助治疗、慢性浅表性胃炎属脾胃虚弱证者。,红参131g香茶菜2500g麸炒枳壳250g
胃疡宁丸,丸剂,温中散寒，理气止痛，制酸止血。用于胃脘胀痛或刺痛，呕吐泛酸，胃及十二指肠溃疡属于寒凝气滞血瘀者。,白术（制）360g乌药360g山药（炒）360g白及360g青皮180g高良姜90g赤芍600g仙鹤草600g甘草360g珍珠层粉90g香附180g五指毛桃600g
胃疡灵颗粒,颗粒剂,温中益气，缓急止痛。用于脾胃虚寒、中气不足所致的胃痛，症见脘腹胀痛、喜温喜按、食少乏力、舌淡脉弱；胃及十二指肠溃疡、慢性胃炎见上述证候者。,黄芪416.7g炙甘草333.3g白芍250g大枣166.7g桂枝133.3g生姜133.3g
胃祥宁颗粒,颗粒剂,养阴柔肝止痛，润燥通便。用于阴虚胃燥，胃脘胀痛，腹胀，嗳气，口渴，便秘；消化性溃疡、慢性胃炎见上述证候者。,女贞子5000g
胃脘舒颗粒,颗粒剂,益气阴，健脾胃，消痞满。用于脾虚气滞所致的胃脘痞满、嗳气纳差、时有隐痛；萎缩性胃炎见上述证候者。,党参260g白芍（蜜麸炒）260g山楂（炭）260g陈皮130g甘草260g醋延胡索130g
胃康灵片,片剂,柔肝和胃，散瘀止血，缓急止痛，去腐生新。用于肝胃不和、瘀血阻络所致的胃脘疼痛、连及两胁、嗳气、泛酸；急、慢性胃炎，胃、十二指肠溃疡，胃出血见上述证候者。,白芍317.5g白及238.1g三七9.9g甘草317.5g茯苓238.1g延胡索158.7g海螵蛸31.7g颠茄浸膏2.1g
胃康灵胶囊,胶囊剂,柔肝和胃，散瘀止血，缓急止痛，去腐生新。用于肝胃不和、瘀血阻络所致的胃脘疼痛、连及两胁、嗳气、泛酸；急、慢性胃炎，胃、十二指肠溃疡，胃出血见上述证候者。,白芍317.5g白及238.1g三七9.9g甘草317.5g茯苓238.1g延胡索158.7g海螵蛸31.7g颠茄浸膏2.1g
胃康灵颗粒,颗粒剂,柔肝和胃，散瘀止血，缓急止痛，去腐生新。用于肝胃不和、瘀血阻络所致的胃脘疼痛、连及两胁、嗳气、泛酸；急、慢性胃炎，胃、十二指肠溃疡，胃出血见上述证候者。,白芍317.5g白及238.1g三七9.9g甘草317.5g茯苓238.1g延胡索158.7g海螵蛸31.7g颠茄浸膏2.1g
胃康胶囊,胶囊剂,行气健胃，化瘀止血，制酸止痛。用于气滞血瘀所致的胃脘疼痛、痛处固定、吞酸嘈杂，或见吐血、黑便；胃及十二指肠溃疡、慢性胃炎、上消化道出血见上述证候者。,白及64g海螵蛸63g香附64g黄芪63g白芍64g三七64g鸡内金38g鸡蛋壳（炒焦）1g乳香32g没药15g百草霜13g
胃舒宁颗粒,颗粒剂,补气健脾，制酸止痛。用于脾胃气虚、肝胃不和所致的胃脘疼痛、喜温喜按、泛吐酸水；胃及十二指肠溃疡见上述证候者。,甘草595g海螵蛸595g白芍464g白术310g延胡索310g党参119g
咳特灵片,片剂,镇咳平喘，消炎祛痰。用于咳喘及慢性支气管炎。,小叶榕干浸膏180g马来酸氯苯那敏0.7g
咳特灵胶囊,胶囊剂,镇咳平喘，消炎祛痰。用于咳喘及慢性支气管炎。,小叶榕干浸膏360g马来酸氯苯那敏1.4g
咳喘宁口服液,口服液,宣通肺气，止咳平喘。用于痰热阻肺所致的咳嗽频作、咯痰色黄、喘促胸闷。,麻黄134g石膏67g苦杏仁133g桔梗67g百部67g罂粟壳67g甘草133g
咳喘顺丸,丸剂,宣肺化痰，止咳平喘。用于痰浊壅肺、肺气失宣所致的咳嗽、气喘、痰多、胸闷；慢性支气管炎、支气管哮喘、肺气肿见上述证候者。,紫苏子120g瓜蒌仁180g茯苓150g鱼腥草300g苦杏仁90g半夏（制）100g款冬花120g桑白皮150g前胡120g紫菀120g陈皮50g甘草100g
骨友灵搽剂,搽剂,活血化瘀，消肿止痛。用于瘀血阻络所致的骨性关节炎、软组织损伤，症见关节肿胀、疼痛、活动受限。,红花18g制川乌18g制何首乌13g续断18g威灵仙18g醋延胡索31g防风18g鸡血藤18g蝉蜕13g
骨仙片,片剂,补益肝肾，强壮筋骨，通络止痛。用于肝肾不足所致的痹病，症见腰膝骨节疼痛、屈伸不利、手足麻木；骨质增生见上述证候者。,熟地黄217g枸杞子69g女贞子102g黑豆135g菟丝子135g骨碎补102g仙茅69g牛膝69g防己102g
骨折挫伤胶囊,胶囊剂,舒筋活络，消肿散瘀，接骨止痛。用于跌打损伤，扭腰岔气，筋伤骨折属于瘀血阻络者。,猪骨250g炒黄瓜子200g煅自然铜25g红花25g大黄15g当归15g醋乳香10g醋没药10g血竭10g土鳖虫3g
骨刺丸,丸剂,祛风止痛。用于骨质增生，风湿性关节炎，风湿痛。,制川乌500g制草乌500g制天南星500g秦艽500g白芷500g当归500g甘草500g薏苡仁（炒）500g穿山龙1000g绵萆薢1000g红花1000g徐长卿1500g
骨刺宁胶囊,胶囊剂,活血化瘀，通络止痛。用于瘀阻脉络所致骨性关节炎，症见关节疼痛、肿胀、麻木、活动受限。,三七204g土鳖虫204g
骨刺消痛片,片剂,祛风止痛。用于风湿痹阻、瘀血阻络所致的痹病，症见关节疼痛、腰腿疼痛、屈伸不利；骨性关节炎、风湿性关节炎、风湿痛见上述证候者。,制川乌53.25g制草乌53.25g秦艽53.25g白芷53.25g甘草53.25g粉萆薢106.5g穿山龙106.5g薏苡仁106.5g制天南星53.25g红花106.5g当归53.25g徐长卿159.75g
骨质宁搽剂,搽剂,活血化瘀、消肿止痛。用于瘀血阻络所致骨性关节炎、软组织损伤，症见肿胀、麻木、疼痛及活动功能障碍。,云母石1000g黄连10g枯矾20g
骨痛灵酊,酊剂,温经散寒，祛风活血，通络止痛。用于腰、颈椎骨质增生，骨性关节炎，肩周炎，风湿性关节炎。,雪上一枝蒿80g干姜110g龙血竭1g乳香5g没药5g冰片1.5g
骨疏康胶囊,胶囊剂,补肾益气，活血壮骨。用于肾虚气血不足所致的中老年骨质疏松症，症见腰脊酸痛、胫膝酸软、神疲乏力。,淫羊藿1251g熟地黄1656g骨碎补828g黄芪1251g丹参828g木耳663g黄瓜子663g
骨疏康颗粒,颗粒剂,补肾益气，活血壮骨。用于肾虚气血不足所致的中老年人骨质疏松症，症见腰脊酸痛、胫膝酸软、神疲乏力。,淫羊藿500.4g熟地黄662.4g骨碎补331.2g黄芪500.4g丹参331.2g木耳265.2g黄瓜子265.2g
香苏正胃丸,丸剂,解表化湿，和中消食。用于小儿暑湿感冒，症见头痛发热、停食停乳、腹痛胀满、呕吐泄泻、小便不利。,广藿香80g紫苏叶160g香薷80g陈皮40g姜厚朴80g麸炒枳壳20g砂仁20g炒白扁豆40g炒山楂20g六神曲（炒）20g炒麦芽20g茯苓20g甘草11g滑石66g朱砂3.3g
香苏调胃片,片剂,解表和中，健胃化滞。用于胃肠积滞、外感时邪所致的身热体倦、饮食少进、呕吐乳食、腹胀便泻、小便不利。,广藿香60g香薷96g木香15g紫苏叶120g姜厚朴60g砂仁15g麸炒枳壳15g陈皮30g茯苓15g炒山楂15g炒麦芽15g白扁豆（去皮）48g葛根15g甘草8g六神曲（麸炒）15g生姜30g
香连丸,丸剂,清热化湿，行气止痛。用于大肠湿热所致的痢疾，症见大便脓血、里急后重、发热腹痛；肠炎、细菌性痢疾见上述证候者。,萸黄连800g木香200g
香连丸（浓缩丸）,丸剂,清热化湿，行气止痛。用于大肠湿热所致的痢疾，症见大便脓血、里急后重、发热腹痛；肠炎、细菌性痢疾见上述证候者。,萸黄连400g木香100g
香连片,片剂,清热化湿，行气止痛。用于大肠湿热所致的痢疾，症见大便脓血、里急后重、发热腹痛；肠炎、细菌性痢疾见上述证候者。,萸黄连800g木香200g
香连化滞丸,丸剂,清热利湿，行血化滞。用于大肠湿热所致的痢疾，症见大便脓血、里急后重、发热腹痛。,黄连60g木香60g黄芩75g麸炒枳实75g陈皮75g醋青皮75g姜厚朴75g炒槟榔60g滑石60g炒白芍150g当归150g甘草60g
香附丸,丸剂,舒肝健脾，养血调经。用于肝郁血虚、脾失健运所致的月经不调、月经前后诸症，症见经行前后不定期、经量或多或少、有血块，经前胸闷、心烦、双乳胀痛、食欲不振。,醋香附300g当归200g川芎50g炒白芍100g熟地黄100g炒白术100g砂仁25g陈皮50g黄芩50g
香附丸（水丸）,丸剂,舒肝健脾，养血调经。用于肝郁血虚、脾失健运所致的月经不调、月经前后诸症，症见经行前后不定期、经量或多或少、有血块，经前胸闷、心烦、双乳胀痛、食欲不振。,醋香附300g当归200g川芎50g炒白芍100g熟地黄100g炒白术100g砂仁25g陈皮50g黄芩50g
香砂六君丸,丸剂,益气健脾，和胃。用于脾虚气滞，消化不良，嗳气食少，脘腹胀满，大便溏泄。,木香70g砂仁80g党参100g炒白术200g茯苓200g炙甘草70g陈皮80g姜半夏100g
香砂平胃丸,丸剂,健胃，舒气，止痛。用于胃肠衰弱，消化不良，胸膈满闷，胃痛呕吐。,苍术200g陈皮200g姜厚朴200g木香100g砂仁100g甘草75g
香砂和中丸,丸剂,健脾燥湿，和中消食。用于脾胃不和，不思饮食，胸满腹胀，恶心呕吐，噫气吞酸。,陈皮60g姜厚朴60g苍术（土炒）60g麸炒枳壳60g醋青皮90g焦山楂90g砂仁15g炙甘草12g广藿香60g清半夏90g白术（土炒）90g茯苓90g六神曲（炒）60g
香砂枳术丸,丸剂,健脾开胃，行气消痞。用于脾虚气滞，脘腹痞闷，食欲不振，大便溏软。,木香150g麸炒枳实150g砂仁150g白术（麸炒）150g
香砂胃苓丸,丸剂,祛湿运脾，行气和胃。用于水湿内停之呕吐，泻泄，浮肿，眩晕，小便不利等症。,木香50g砂仁50g麸炒苍术150g姜厚朴150g麸炒白术150g陈皮150g茯苓150g泽泻100g猪苓100g肉桂50g甘草60g
香砂养胃丸,丸剂,温中和胃。用于胃阳不足、湿阻气滞所致的胃痛、痞满，症见胃痛隐隐、脘闷不舒、呕吐酸水、嘈杂不适、不思饮食、四肢倦怠。,木香210g砂仁210g白术300g陈皮300g茯苓300g半夏（制）300g醋香附210g枳实（炒）210g豆蔻（去壳）210g姜厚朴210g广藿香210g甘草90g生姜90g大枣150g
骨刺消痛片,片剂,祛风止痛。用于风湿痹阻、瘀血阻络所致的痹病，症见关节疼痛、腰腿疼痛、屈伸不利；骨性关节炎、风湿性关节炎、风湿痛见上述证候者。,制川乌53.25g制草乌53.25g秦艽53.25g白芷53.25g甘草53.25g粉萆薢106.5g穿山龙106.5g薏苡仁106.5g制天南星53.25g红花106.5g当归53.25g徐长卿159.75g
骨质宁搽剂,搽剂,活血化瘀、消肿止痛。用于瘀血阻络所致骨性关节炎、软组织损伤，症见肿胀、麻木、疼痛及活动功能障碍。,云母石1000g黄连10g枯矾20g
骨痛灵酊,酊剂,温经散寒，祛风活血，通络止痛。用于腰、颈椎骨质增生，骨性关节炎，肩周炎，风湿性关节炎。,雪上一枝蒿80g干姜110g龙血竭1g乳香5g没药5g冰片1.5g
骨疏康胶囊,胶囊剂,补肾益气，活血壮骨。用于肾虚气血不足所致的中老年骨质疏松症，症见腰脊酸痛、胫膝酸软、神疲乏力。,淫羊藿1251g熟地黄1656g骨碎补828g黄芪1251g丹参828g木耳663g黄瓜子663g
骨疏康颗粒,颗粒剂,补肾益气，活血壮骨。用于肾虚气血不足所致的中老年人骨质疏松症，症见腰脊酸痛、胫膝酸软、神疲乏力。,淫羊藿500.4g熟地黄662.4g骨碎补331.2g黄芪500.4g丹参331.2g木耳265.2g黄瓜子265.2g
香苏正胃丸,丸剂,解表化湿，和中消食。用于小儿暑湿感冒，症见头痛发热、停食停乳、腹痛胀满、呕吐泄泻、小便不利。,广藿香80g紫苏叶160g香薷80g陈皮40g姜厚朴80g麸炒枳壳20g砂仁20g炒白扁豆40g炒山楂20g六神曲（炒）20g炒麦芽20g茯苓20g甘草11g滑石66g朱砂3.3g
香苏调胃片,片剂,解表和中，健胃化滞。用于胃肠积滞、外感时邪所致的身热体倦、饮食少进、呕吐乳食、腹胀便泻、小便不利。,广藿香60g香薷96g木香15g紫苏叶120g姜厚朴60g砂仁15g麸炒枳壳15g陈皮30g茯苓15g炒山楂15g炒麦芽15g白扁豆（去皮）48g葛根15g甘草8g六神曲（麸炒）15g生姜30g
香连丸,丸剂,清热化湿，行气止痛。用于大肠湿热所致的痢疾，症见大便脓血、里急后重、发热腹痛；肠炎、细菌性痢疾见上述证候者。,萸黄连800g木香200g
香连丸（浓缩丸）,丸剂,清热化湿，行气止痛。用于大肠湿热所致的痢疾，症见大便脓血、里急后重、发热腹痛；肠炎、细菌性痢疾见上述证候者。,萸黄连400g木香100g
香连片,片剂,清热化湿，行气止痛。用于大肠湿热所致的痢疾，症见大便脓血、里急后重、发热腹痛；肠炎、细菌性痢疾见上述证候者。,萸黄连800g木香200g
香连化滞丸,丸剂,清热利湿，行血化滞。用于大肠湿热所致的痢疾，症见大便脓血、里急后重、发热腹痛。,黄连60g木香60g黄芩75g麸炒枳实75g陈皮75g醋青皮75g姜厚朴75g炒槟榔60g滑石60g炒白芍150g当归150g甘草60g
香附丸,丸剂,舒肝健脾，养血调经。用于肝郁血虚、脾失健运所致的月经不调、月经前后诸症，症见经行前后不定期、经量或多或少、有血块，经前胸闷、心烦、双乳胀痛、食欲不振。,醋香附300g当归200g川芎50g炒白芍100g熟地黄100g炒白术100g砂仁25g陈皮50g黄芩50g
香附丸（水丸）,丸剂,舒肝健脾，养血调经。用于肝郁血虚、脾失健运所致的月经不调、月经前后诸症，症见经行前后不定期、经量或多或少、有血块，经前胸闷、心烦、双乳胀痛、食欲不振。,醋香附300g当归200g川芎50g炒白芍100g熟地黄100g炒白术100g砂仁25g陈皮50g黄芩50g
香砂六君丸,丸剂,益气健脾，和胃。用于脾虚气滞，消化不良，嗳气食少，脘腹胀满，大便溏泄。,木香70g砂仁80g党参100g炒白术200g茯苓200g炙甘草70g陈皮80g姜半夏100g
香砂平胃丸,丸剂,健胃，舒气，止痛。用于胃肠衰弱，消化不良，胸膈满闷，胃痛呕吐。,苍术200g陈皮200g姜厚朴200g木香100g砂仁100g甘草75g
香砂和中丸,丸剂,健脾燥湿，和中消食。用于脾胃不和，不思饮食，胸满腹胀，恶心呕吐，噫气吞酸。,陈皮60g姜厚朴60g苍术（土炒）60g麸炒枳壳60g醋青皮90g焦山楂90g砂仁15g炙甘草12g广藿香60g清半夏90g白术（土炒）90g茯苓90g六神曲（炒）60g
香砂枳术丸,丸剂,健脾开胃，行气消痞。用于脾虚气滞，脘腹痞闷，食欲不振，大便溏软。,木香150g麸炒枳实150g砂仁150g白术（麸炒）150g
香砂胃苓丸,丸剂,祛湿运脾，行气和胃。用于水湿内停之呕吐，泻泄，浮肿，眩晕，小便不利等症。,木香50g砂仁50g麸炒苍术150g姜厚朴150g麸炒白术150g陈皮150g茯苓150g泽泻100g猪苓100g肉桂50g甘草60g
香砂养胃丸,丸剂,温中和胃。用于胃阳不足、湿阻气滞所致的胃痛、痞满，症见胃痛隐隐、脘闷不舒、呕吐酸水、嘈杂不适、不思饮食、四肢倦怠。,木香210g砂仁210g白术300g陈皮300g茯苓300g半夏（制）300g醋香附210g枳实（炒）210g豆蔻（去壳）210g姜厚朴210g广藿香210g甘草90g生姜90g大枣150g
香砂养胃丸（浓缩丸）,丸剂,温中和胃。用于胃阳不足、湿阻气滞所致的胃痛、痞满，症见胃痛隐隐、脘闷不舒、呕吐酸水、嘈杂不适、不思饮食、四肢倦怠。,木香210g砂仁210g白术300g陈皮300g茯苓300g半夏（制）300g醋香附210g枳实（炒）210g豆蔻（去壳）210g姜厚朴210g广藿香210g甘草90g生姜90g大枣150g
香砂养胃颗粒,颗粒剂,温中和胃。用于胃阳不足、湿阻气滞所致的胃痛、痞满，症见胃痛隐隐、脘闷不舒、呕吐酸水、嘈杂不适、不思饮食、四肢倦怠。,木香152.2g砂仁152.2g白术217.4g陈皮217.4g茯苓217.4g姜半夏217.4g醋香附152.2g枳实（炒）152.2g豆蔻（去壳）152.2g姜厚朴152.2g广藿香152.2g甘草65.2g
复方大青叶合剂,口服液,疏风清热，解毒消肿，凉血利胆。用于外感风热或瘟毒所致的发热头痛、咽喉红肿、耳下肿痛、胁痛黄疸；流感、腮腺炎、急性病毒性肝炎见上述证候者。,大青叶400g金银花200g羌活100g拳参100g大黄100g
复方川贝精片,片剂,宣肺化痰，止咳平喘。用于风寒咳嗽、痰喘引起的咳嗽气喘、胸闷、痰多；急、慢性支气管炎见上述证候者。,麻黄浸膏适量（相当于盐酸麻黄碱和盐酸伪麻碱的总量2.1g）川贝母25g陈皮94g桔梗94g五味子53g甘草浸膏15g法半夏75g远志53g
复方川芎片,片剂,活血化瘀，通脉止痛。用于冠心病稳定型心绞痛属心血瘀阻证者。,川芎485g当归485g
复方川芎胶囊,胶囊剂,活血化瘀，通脉止痛。用于冠心病稳定型心绞痛属心血瘀阻证者。,川芎485g当归485g
复方牛黄消炎胶囊,胶囊剂,清热解毒，镇静安神。用于气分热盛，高热烦躁；上呼吸道感染、肺炎、气管炎见上述证候者。,人工牛黄35.7g黄芩190.6g栀子62.3g朱砂50g珍珠母28.6g郁金66g雄黄50g冰片20g石膏71.4g水牛角浓缩粉95.4g盐酸小檗碱4.3g
复方牛黄清胃丸,丸剂,清热泻火，解毒通便。用于胃肠实热所致的口舌生疮、牙龈肿痛、咽膈不利、大便秘结、小便短赤。,大黄240g炒牵牛子200g栀子（姜炙）80g石膏120g芒硝80g黄芩80g黄连20g连翘80g炒山楂160g陈皮160g姜厚朴80g枳实80g香附40g猪牙皂120g荆芥穗40g薄荷40g防风40g菊花40g白芷120g桔梗80g玄参120g甘草40g人工牛黄13g冰片51.5g
复方丹参丸（浓缩丸）,丹剂,活血化瘀，理气止痛。用于气滞血瘀所致的胸痹，症见胸闷、心前区刺痛；冠心病心绞痛见上述证候者。,丹参1350g三七423g冰片24g
复方丹参片,片剂,活血化瘀，理气止痛。用于气滞血瘀所致的胸痹，症见胸闷、心前区刺痛；冠心病心绞痛见上述证候者。,丹参450g三七141g冰片8g
复方丹参胶囊,胶囊剂,活血化瘀，理气止痛。用于气滞血瘀所致的胸痹，症见胸闷、心前区刺痛；冠心病、心绞痛见上述证候者。,丹参450g三七141g冰片8g
