drug_name,form,indication
明目蒺藜丸,丸剂,清热散风，明目退翳。用于上焦火盛引起的暴发火眼，云蒙障翳，羞明多眵，眼边赤烂，红肿痛痒，迎风流泪。
和胃平肝丸,丸剂,舒气平肝，和胃止痛。用于肝胃不和，气郁结滞引起的两胁胀满，倒饱嘈杂，气逆作呕，胃脘刺痛，饮食无味。
金佛酒,酒剂,理气解郁，宽胸活血，养血健胃。用于脘闷肋胀，食欲减退，睡眠不佳。
金粟丹,丹剂,疏风化痰，镇惊熄风。用于小儿风痰抽搐。
乳核内消液,口服液,疏肝活血，软坚散结。用于经期乳胀痛有块，月经不调或量少色紫成块及乳腺增生。
肤痒冲剂,颗粒剂,祛风活血，除湿止痒。用于皮肤瘙痒症，湿疹，荨麻疹等瘙痒性皮肤病。
夜宁冲剂,颗粒剂,安神，养心。用于神经衰弱，头昏失眠，血虚多梦等症。
夜宁糖浆,糖浆剂,安神养心。用于神经衰弱，头昏失眠，血虚多梦等症。
疝气丸,丸剂,散寒止痛。用于寒疝、气疝。
定心丸,丸剂,益气养血，宁心安神。用于心血不足，烦躁失眠，健忘怔忡，惊悸多梦。
定喘止嗽丸,丸剂,润肺，定喘，止嗽。用于阴虚肺热，久嗽痰喘，胸满呕逆，咳痰稠粘，夜卧不安，烦躁口渴。
驱虫片,片剂,杀虫、消积、通便。用于虫积腹痛，不思饮食，面黄肌瘦。
参贝北瓜膏,膏剂,平喘化痰，润肺止咳，补中益气。用于哮喘气急，肺虚咳嗽，痰多津少。
参芪丸,丸剂,补益元气。用于气虚体弱，四肢无力。
参桂理中丸,丸剂,温中散寒，祛湿定痛。用于脾胃虚寒，阳气不足引起的腹痛泄泻，手足厥冷，胃寒呕吐，寒湿疝气，妇女血寒，行经腹痛。
绍兴大补酒,酒剂,益气补血。用于气血两亏，倦怠乏力。
珍珠八宝眼药,洗剂,消障明目，止痛退肿。用于红筋，白障，赤肿烂眼，畏日羞明，迎风流泪。
茯苓白术丸,丸剂,健脾益气，和胃化湿。用于脾虚湿困，食欲不振，脘腹胀闷，大便溏烂，形体虚弱，神疲乏力，面色萎黄，舌淡嫩、苔白腻，脉虚缓。
胃肠复元膏,膏剂,益气保元，化瘀去毒，理气通下。用于胃肠手术后腹胀，胃肠活动减弱，老年性慢性便秘，气虚腹胀等症。
胃灵合剂,口服液,健胃和中，制酸，止痛。用于胃炎，胃及十二指肠溃疡。
胃灵冲剂,颗粒剂,健胃和中，制酸，止痛。用于胃炎，胃及十二指肠溃疡。
胃药胶囊,胶囊剂,制酸止痛。用于胃酸过多，胃痛，胃及十二指肠溃疡。
胃病丸,丸剂,健脾化滞，理气止呕。用于脾胃虚弱，消化不良引起的胃脘疼痛，气逆胸满，倒饱嘈杂，嗳气吞酸，呕吐恶心，宿食停水，食欲不振，大便不调。
胃痛丸,丸剂,舒肝和胃，理气止痛。用于胃部疼痛，肝郁气滞，胸胁胀满，恶心呕吐。
骨龙胶囊,胶囊剂,散寒镇痛，活血祛风，强筋壮骨。用于慢性风湿及类风湿性关节炎。
复方白带丸,丸剂,健脾益气，固肾止带。用于脾肾两虚、带下。
复方百部止咳糖浆,糖浆剂,清肺止咳。用于肺热咳嗽，痰黄粘稠，百日咳。
复方杜仲片,片剂,补肾，平肝，清热。用于肾虚肝旺之高血压症。
复方苦木消炎片,片剂,清热解毒，燥湿止痢。用于细菌性痢疾，急性肠炎及各种急性感染性疾患。
复方枇杷叶膏,膏剂,清肺，止咳，化痰。用于风热咳嗽，咽喉干燥，咯痰不爽。
复方制金柑冲剂,颗粒剂,舒肝理气，健胃镇痛。用于胃气痛，腹胀，嗳气及胸闷不舒。
复方罗布麻冲剂,颗粒剂,清热，平肝，安神。用于高血压、神经衰弱引起的头晕，心悸，失眠等症。
复胃散胶囊,胶囊剂,补气健脾，制酸止痛，止血生肌。用于胃酸过多、吐血便血、食减形瘦，胃及十二指肠溃疡等症。
保婴散,散剂,除痰，定惊，清热解毒。用于小儿惊风，痰涎壅盛。
胆乐片,片剂,舒肝利胆，清热解毒，消炎止痛。用于急慢性胆囊炎，胆道结石等胆道疾患。
胎宝胶囊,胶囊剂,补气，养血，填精。用于身体虚弱，先天不足，气虚血亏，自汗、盗汗，产后体虚。
独角莲膏,膏剂,消肿拔毒。用于疔毒疮疖，手足皲裂。
疮疡膏,膏剂,消肿散结，活血化瘀，拔脓生肌。用于慢性下肢溃疡，乳腺炎及疖、痈。
疤痕止痒软化膏,膏剂,活血柔皮，除湿止痒。用于灼伤或手术后的增殖性疤痕等。
洞天长春膏,膏剂,滋补肝肾，补益气血，健脾开胃，养肺生津。用于体质虚弱，病后亏损，头晕目眩，神疲乏力，腰膝酸软等症。
活血消炎丸,丸剂,活血解毒，消肿止痛。用于毒热结于脏腑经络引起的痈疽初起，乳痈结核，红肿作痛。
养血安神片,片剂,滋阴养血，宁心安神。用于阴虚血少，头眩心悸，失眠健忘。
养血愈风酒,酒剂,养血祛风。用于感受风湿，血脉不利，四肢酸麻，筋骨疼痛。
姜冲剂,颗粒剂,暖脾胃，散风寒。用于胃寒，心腹冷痛，胀满或外感风寒。
冠心生脉丸,丸剂,益气生津，活血通脉。用于心气不足，心阴虚弱引起的心血瘀阻，心悸气短，胸闷作痛，自汗乏力，脉微结代；冠心病，心绞痛，心律不齐。
祛风化痰丸,丸剂,顺气化痰。用于痰壅气闭，狂癫痫症，语言错乱，神昏不语，胸膈不利，头眩耳鸣，哮喘咳嗽。
热炎宁冲剂,颗粒剂,清热解毒。用于风热感冒，发热，咽喉肿痛，口苦咽干，咳嗽痰黄，尿黄便结，化脓性扁桃体炎，急性咽炎，急性支气管炎，单纯性肺炎。
柴黄清热冲剂,颗粒剂,疏风透表，清热解毒。用于外感风热或时疫瘟邪引起的恶寒高热，头痛眩晕，肢体酸痛，咽喉肿痛，烦躁口渴，口苦喜呕。
鸬鹚涎丸,丸剂,清肺，化痰，止咳。用于小儿百日咳。
铁娃散,散剂,清热化滞。用于小儿内热，停食停乳引起的腹胀身热，呕吐痰涎，四肢抽搐，大便秘结。
秘制舒肝丸,丸剂,舒肝，解郁，止痛。用于气郁不舒引起的两胁胀满，胃脘刺痛，嗳气吞酸，呕吐酸水，四肢抽痛，倒饱嘈杂，不思饮食。
透骨镇风丸,丸剂,疏风散寒，温通经络。用于风寒湿邪、痹阻经络引起的腰背疼痛，肢体麻木，筋骨软弱，半身不遂，跌打损伤，瘀血肿痛。
健儿片,片剂,扶正祛邪，固表止汗，健脾和胃。用于脾胃弱引起的少食，多汗，睡眠不宁。
健脾壮腰药酒,酒剂,补气养血，健脾补肾，通经活络。用于气血不足，纳食不佳，腰腿酸楚，神疲乏力，失眠健忘。
胰胆炎合剂,口服液,清泻肝胆湿热。用于急性胰腺炎，急性胆囊炎，也可用于慢性胰腺炎，慢性胆囊炎的急性发作。
消肿痛醋膏,膏剂,清热解毒，活血祛瘀，消肿止痛。用于闭合性软组织损伤，带状疱疹，流行性腮腺炎，血栓静脉炎等。
消炎癣湿药膏,膏剂,杀菌，收湿，止痒。用于头癣，体癣，足癣，慢性湿疹，滋水搔痒，疥疮。
烫火散,散剂,清解火毒。用于烫伤火灼。
益气养元冲剂,颗粒剂,益气补血，养心安神。用于气血两亏引起的头晕目眩，精神恍惚，肢体倦怠，气短自汗，心悸失眠，病后及产后体虚，月经过多。
益心酮片,片剂,活血化瘀，宣通心脉，理气舒络。用于胸闷憋气，心悸健忘，眩晕耳鸣及冠心病心绞痛，高血脂症，脑动脉供血不足。
益血膏,膏剂,益精血，补肝肾。用于气虚血亏引起的面色萎黄，精神倦怠，头晕目眩，妇女血虚，月经不调，血小板减少，血色素降低。
益龄精,口服液,补肝肾，益精髓。用于头昏目眩，耳鸣心悸，乏力，咽干失眠，高血压见有上述症状者亦可使用。
烧伤喷雾剂,气雾剂,泻火解毒，消肿止痛，祛瘀生新。用于Ⅰ、Ⅱ度烧伤。
桑姜感冒片,片剂,散风清热，祛寒止咳。用于感冒，咳嗽，头痛，咽喉肿痛。
黄水疮散,散剂,除湿拔干，解毒止痒。用于各种湿疮，黄水疮，破流黄水，浸淫不已，痛痒不休。
黄芪精,口服液,补血养气，固本止汗。用于气虚血亏，表虚自汗，四肢乏力，精神不足或久病衰弱，脾胃不壮。
黄连上清片,片剂,清热通便，散风止痛。用于头晕目眩，暴发火眼，牙齿疼痛，口舌生疮，咽喉肿痛，耳痛耳鸣，大便秘结，小便短赤。
黄金波药酒,酒剂,祛风活血，温中和胃。用于肢体麻木，筋骨疼痛，胃寒胀满。
菊花茶调散,散剂,清头明目，解表退热。用于伤风感冒，偏正头痛，鼻塞声哑。
救急散,散剂,解表清热，镇惊化痰。用于内热食滞，外感风寒引起的身烧口渴，咳嗽痰盛，咽喉肿痛，惊风抽搐，夜卧不安，隐疹不出。
蛇胆川贝胶囊,胶囊剂,清肺，止咳，除痰。用于肺热咳嗽，痰多。
婴儿素,散剂,健脾，消食，止泻。用于消化不良，乳食不进，腹痛腹泻。
婴儿散胶囊,胶囊剂,健脾，消食，止泻。用于消化不良，乳食不进，腹痛腹泻。
婴宁散,散剂,驱风，除痰，定惊，开窍。用于小儿惊风，痰涎壅盛，夜啼惊跳。
银黄片,片剂,清热，解毒，消炎。用于急慢性扁桃体炎，急慢性咽喉炎，上呼吸道感染。
银黄冲剂,颗粒剂,清热，解毒，消炎。用于急慢性扁桃体炎，急慢性咽喉炎，上呼吸道感染。
清热暗疮丸,丸剂,清热解毒，凉血散瘀，泻火通腑。用于治疗痤疮、疖痛等。
清热暗疮片,片剂,清热解毒，凉血散瘀，泻火通腑。用于治疗痤疮、疖痈等。
清淋冲剂,颗粒剂,清热泻火，利水通淋。用于膀胱湿热，尿频涩痛，淋沥不畅，癃闭不通，小腹胀满，口干咽燥等症。
混元丸,丸剂,健脾，益肾。用于小儿先天不足，后天失调，脾胃虚弱引起的体质软弱，发育不良，面黄肌瘦，饮食少进，遗尿便溏。
羚羊感冒胶囊,胶囊剂,清热解表。用于流行性感冒，伤风咳嗽，头晕发热，咽喉肿痛。
强心丸,丸剂,滋阴补气，强心安神。用于气血虚弱，虚火上升引起的健忘失眠，心跳气短，惊悸不安，遗精盗汗，目暗耳鸣，腰酸腿软，午后发热，肢体倦怠。
强身健脑片,片剂,镇静，安神。用于神经衰弱，失眠健忘，头昏目眩，易感疲劳，营养不良，身体虚弱。
越鞠二陈丸,丸剂,理气解郁，化痰和中。用于胸腹闷胀，嗳气不断，吞酸呕吐，消化不良，咳嗽痰多。
散结灵胶囊,胶囊剂,散结消肿，活血止痛。用于阴疽初起，皮色不变，肿硬作痛，瘰疬鼠疮。
喉痛解毒丸,丸剂,清热解毒，消炎止痛。用于喉痹乳蛾，疔疖肿毒以及口舌生疮。
舒乐热熨剂,散剂,祛风散寒，活血止疼。用于风寒凝滞引起的筋骨肌肉疼痛，腰肌劳损，肩关节周围炎，风湿性关节炎。
舒肝平胃丸,丸剂,舒肝，消滞。用于胸胁胀满，倒饱嘈杂，呕吐酸水，胃脘疼痛，食滞不消。
舒胸片,片剂,活血，祛瘀，止痛。用于血瘀型冠心病、心绞痛、心律失常，瘀血疼痛，跌打损伤。
猴耳环消炎片,片剂,清热解毒，凉血消肿，止泻。用于上呼吸道感染，急性咽喉炎，急性扁桃体炎，急性胃肠炎，亦可试用于细菌性痢疾。
猴耳环消炎胶囊,胶囊剂,清热解毒，凉血消肿，止泻。用于上呼吸道感染，急性咽喉炎，急性扁桃体炎，急性胃肠炎，亦可试用于细菌性痢疾。
痧药蟾酥丸,丸剂,驱暑辟秽，开窍解毒。用于痧胀吐泻，腹中绞痛，中暑昏迷，四肢厥冷。
溃疡散胶囊,胶囊剂,理气和胃，制酸止痛。用于脾胃湿热，胃脘胀痞，胃酸过多，溃疡病，慢性胃炎。
滋补健身丸,丸剂,补肾，理脾，祛湿，消胀。用于脾胃虚弱，水不运化引起的精神倦怠，腰膝酸软，腹胀浮肿，肢体沉重，胸胀喘嗽。
犀羚解毒丸,丸剂,辛凉发表，祛瘟解毒。用于外感时邪引起的发热恶风，头痛目眩，四肢酸懒，面赤腮肿，咽干口燥，咳嗽咽痛。
榄葱茶,茶剂,解表，平胃。用于伤风感冒所致的发热，头痛，流涕，喷嚏，喉痒咽痛，胸腹胀满。
感冒水,酊剂,散风解热。用于外感风寒引起的头痛身烧，鼻塞流涕，恶寒无汗，骨节酸痛，咽喉肿痛。
感冒软胶囊,胶囊剂,散风解热。用于外感风寒引起的头痛身烧，鼻塞流涕，恶寒无汗，骨节酸痛，咽喉肿痛。
腹痛水,酊剂,温中止痛，解毒辟秽，和胃止泻。用于胃痛，腹痛，恶心腹胀，呕吐泄泻，急性胃肠炎，胃痉挛。
解心痛片,片剂,宽胸理气，通脉止痛。用于治疗冠心病，胸闷，心绞痛。
解热消炎胶囊,胶囊剂,清热解毒，镇惊安神。用于外感风热引起的发烧，咽喉肿痛，扁桃腺炎，咽炎等症。
新型狗皮膏,膏剂,祛风散寒，舒筋活血，止痛。用于急性扭伤，挫伤，风湿痛，神经痛，关节和肌肉酸痛等症。
裸花紫珠片,片剂,消炎，解毒，收敛，止血。用于细菌感染引起的炎症，急性传染性肝炎，呼吸道和消化道出血。
豨签风湿片,片剂,祛风除湿，通络止痛。用于四肢麻痹，腰膝无力，骨节疼痛及风湿性关节炎。
鼻通宁滴剂,洗剂,通窍开塞，消炎散毒。用于慢性鼻窦炎，感冒鼻塞，对鼻息肉有辅助治疗作用。
鼻渊丸,丸剂,祛风宣肺，清热解毒，通窍止痛。用于鼻塞鼻渊，通气不畅，流涕黄浊，嗅觉不灵，头痛，眉棱骨病。
鼻渊片,片剂,清热毒，通鼻窍。用于慢性鼻炎及鼻窦炎。
鼻渊糖浆,糖浆剂,祛风宣肺，清热解毒，通窍止痛。用于鼻塞鼻渊，通气不畅，流涕黄浊，嗅觉不灵，头痛，眉棱骨痛。
赛空青眼药,洗剂,消炎，明目，退障。用于风热上攻，目赤肿痛，翳膜外障，流泪羞明。
精血补片,片剂,补肝肾，益气血，养心神。用于神经衰弱，精神萎靡，头晕目眩，心悸失眠。
精制冠心片,片剂,活血化瘀。用于冠心病，心绞痛。
藿香水,酊剂,解表化湿，理气和中。用于外感风寒，内伤湿滞，寒热头痛，吐泻，胸膈满闷，脘腹疼痛诸症；尤宜于暑月感寒伤湿，脾胃失和引起的上述各症。
二丁冲剂,颗粒剂,清热解毒，利湿退黄。用于热疖痈毒，湿热黄疸，外感风热，咽喉肿痛，风热火眼等症
二陈合剂,口服液,燥湿化痰，理气和胃。用于咳嗽痰多，胸脘胀闷，恶心呕吐
十二太保丸,丸剂,理气开郁，养血安胎。用于孕妇气血不调，胎动不安，预防流产
十全大补丸(浓缩丸),丸剂,温补气血。用于气血两虚，面色苍白，气短心悸，头晕自汗，体倦乏力，四肢不温，月经量多
十枣丸,丸剂,攻逐水饮。用于水饮积滞，腹水肿胀，胁下疼痛，喘逆气急
八正合剂,口服液,清热，通淋，利尿。用于湿热下注，小便短赤，淋沥涩痛，口燥咽干
千金止咳丸,丸剂,宣肺化痰，止咳平喘。用于外感风寒咳嗽，痰热内蕴
川芎茶调袋泡剂,茶剂,疏风止痛。用于风邪头痛，或有恶寒，发热，鼻塞
久芝清心丸,丸剂,清热，泻火，通便。用于内热盛引起的头晕脑胀，口鼻生疮，咽喉肿痛，风火牙疼，耳聋耳肿，大便秘结
小儿金丹,丹剂,祛风化痰，清热镇惊。用于小儿感冒发烧，鼻塞流涕，咳嗽气促，咽喉肿痛，高热惊风
小儿解热栓,栓剂,解热，消炎。用于小儿感冒和上呼吸道感染等小儿发烧
小儿暑感宁糖浆,糖浆剂,清暑解表，退热。用于小儿暑季外感发烧，高热不退，头痛少汗，咽喉肿痛，食欲不振，二便不畅
女胜金丹,丹剂,养血，调经，祛寒。用于经血不调，行经障碍，经血紫黑带下，子宫寒冷，产后血亏，经前腹疼，经后腰疼，头晕心烦，惊悸不眠
开胃理脾丸,丸剂,开胃健脾。用于脾胃不和引起的饮食无味，气逆呃逆，胃脘胀满
无极丸,丸剂,清热祛暑，避秽止呕。用于中暑受热，呕吐恶心，身烧烦倦，头目眩晕，伤酒伤食，消化不良，水土不服，晕车晕船
止嗽立效丸,丸剂,止嗽，定喘，祛痰。用于风寒咳嗽，喘急气促
止喘灵气雾剂,气雾剂,本品为抗胆碱药和选择性 β- 受体兴奋剂的中西药复方制剂，有舒张支气管作用。用于治疗支气管哮喘，哮喘型支气管炎等病症
止嗽咳喘宁糖浆,糖浆剂,止咳、定喘。用于慢性支气管炎，老年性支气管炎
内补养荣丸,丸剂,补气养血。用于气血不足引起的月经不调，经血量少，经期腹痛，腰酸腿软，面色无华
毛冬青胶囊,胶囊剂,心血管疾病用药，有扩张血管及抗菌消炎作用。用于冠状动脉硬化性心脏病，血栓闭塞性脉管炎，并用于中心性视网膜炎，小儿肺炎
牛黄消炎片,片剂,清热解毒，消肿止痛。用于咽喉肿痛，疔，痈，疮疖
牛黄清火丸,丸剂,清热，散风，解毒。用于肝胃肺蕴热引起的头晕目眩，口鼻生疮，风火牙疼，咽喉肿痛，腮红肿，耳鸣肿痛
升血调元汤,口服液,益气养血，补肾健脾。用于提升外周血白细胞和其他原因引起的白细胞减少症及病后虚弱
丹参舒心胶囊,胶囊剂,活血化瘀，镇静安神。用于冠心病引起的心绞痛，胸闷及心悸等
风热咳嗽丸,丸剂,祛风解热，止咳化痰。用于风热咳嗽，鼻流稠涕，发热头昏，咽干舌燥
风寒咳嗽冲剂,颗粒剂,温肺散寒，祛痰止咳。用于外感风寒，头痛鼻塞，痰多咳嗽，胸闷气喘
六合定中丸,丸剂,祛暑除湿，和中消食。用于夏伤暑湿，宿食停滞，寒热头痛，胸闷恶心，吐泻腹痛
正骨膏,膏剂,舒筋接骨，活血止痛。用于筋骨疼痛，跌打损伤，接骨续筋
石斛明目丸,丸剂,平肝清热，滋肾明目。用于肝肾两亏，虚火上升引起的瞳孔散大，夜盲昏花，视物不清，内障抽痛，头目眩晕，精神疲倦
古楼山跌打丸,丸剂,舒筋活血，散瘀止痛。用于跌打损伤，瘀积肿痛，筋骨扭痛，腰肌劳损
龙苓春药酒,酒剂,滋补强壮，助力固精。用于气血双亏，腰腿痛，手足寒冷，妇女血亏，血寒，带下淋漓
平肝舒络丸,丸剂,平肝疏络，活血祛风。用于肝气郁结，经络不疏引起的胸胁胀痛，肩背串痛，手足麻木，筋脉拘挛
归脾丸（浓缩丸）,丸剂,益气健脾，养血安神。用于心脾两虚，气短心悸，失眠多梦，头昏头晕，肢倦乏力，食欲不振，崩漏便血
归参补血片,片剂,温补脾肾，益气荣血。用于脾肾两虚引起的虚劳贫血 (缺铁性贫血)，面色苍白，体弱肢冷，心悸，发斑 (原发性血小板减少性紫癜)
田七补丸 (三七补血丸),丸剂,补肝益肾，益气养血。用于气血不足引起的面色苍白，心悸气短，精神疲倦，体虚潮热，腰酸腿软，妇女产后失血过多
四君子合剂,口服液,益气健脾。用于脾胃气虚，胃纳不佳，食少便溏
四物合剂,口服液,调经养血。用于营血虚弱，月经不调
四物益母丸,丸剂,补血，活血，调经。用于血虚血滞，月经不调
生发丸,丸剂,填精补血，补肝滋肾，乌须黑发。用于肝肾不足、精血气衰所致须发早白，头发稀疏、干枯，斑秃脱发
生发酊,酊剂,温经通脉。用于斑秃脱发症
生姜泄心片,片剂,和胃散痞。用于胃中不和，心下痞满，干噫食臭，肠鸣下利
生脉胶囊,胶囊剂,益气复脉，养阴生津。用于气阴两亏，心悸气短，脉微自汗
白益镇惊丸,丸剂,养血安神。用于小儿热病体虚，痰鸣气促，抽搐时作，将成慢惊
汉桃叶片,片剂,祛风止痛，舒筋活络。用于三叉神经痛，坐骨神经痛，风湿关节痛
宁心安神胶囊,胶囊剂,镇惊安神，宽胸宁心。用于更年期综合症，神经衰弱症，诸症可用
宁坤丸,丸剂,补气养血，调经止痛。用于妇女血虚气滞，月经不调，经前经后腹痛腰痛
宁嗽露 (糖浆剂),糖浆剂,止咳化痰。用于伤风咳嗽，急、慢性支气管炎
圣济鳖甲丸,丸剂,软坚消痞。用于久疟成痞
加味保和丸,丸剂,健胃理气，利湿和中。用于饮食不消，胸膈闷满，嗳气呕恶
皮肤病血毒丸,丸剂,清血解毒，消肿止痒。用于经络不和，湿热血燥引起的风疹，湿疹，皮肤刺痒，雀斑粉刺，面赤鼻齄，疮疡肿毒，脚气疥癣，头目眩晕，大便燥结
老蔻丸,丸剂,开郁舒气，温胃消食。用于肝郁气滞，饮食不消，膨闷胀饱，胃脘疼痛
耳聋左慈丸 (浓缩丸),丸剂,滋肾平肝。用于肝肾阴虚，耳鸣耳聋，头晕目眩
百合固金丸 (浓缩丸),丸剂,养阴润肺，化痰止咳。用于肺肾阴虚，燥咳少痰，痰中带血，咽干喉痛
当归黄精膏,膏剂,养阴血，益肝脾。用于肝脾阴亏，身体虚弱，饮食减少，口燥咽干，面黄肌瘦
朱砂安神片,片剂,清心养血，镇静安神。用于胸中烦热，心悸不宁，失眠多梦
伤痛酊,酊剂,去瘀活血，消肿止痛。用于扭伤、挫伤、挤压伤、腱鞘炎等急性软组织损伤
行军散,散剂,辟瘟，解毒，开窍。用于夏伤暑热，头目眩晕，腹痛吐泻
关节镇痛膏,膏剂,祛风除湿，活血止痛。用于风寒湿痹，关节、肌肉酸痛及扭伤
安嗽片,片剂,止咳，祛痰。用于咳嗽多痰
冰梅上清丸,丸剂,清热退火。用于上焦积热，喉肿疼痛，鼻干口苦，口舌生疮
阳春口服液,口服液,补肾壮阳，生精益脑。用于肾阳不足，肾精亏损引起的阳痿不举，滑精早泄，失眠健忘，肾虚腰痛
麦芽片,片剂,助消化药。用于缺乏淀粉酶所引起的消化不良
麦味地黄丸(浓缩丸),丸剂,滋肾养肺。用于肺肾阴亏，潮热盗汗，咽干咳血，眩晕耳鸣，腰膝酸软，消渴
扶正养阴片,片剂,扶正养阴。用于虚损劳伤，潮热咳嗽
抗痨丸,丸剂,活血止血，散瘀生新，祛痰止咳。用于浸润型肺结核，痰中带血
抗痨丸(浓缩水蜜丸),丸剂,活血止血，散瘀生新，祛痰止咳。用于浸润型肺结核，痰中带血
抗痨冲剂,颗粒剂,活血止血，散瘀生新，祛痰止咳。用于浸润型肺结核，痰中带血
抗骨增生片,片剂,补肾，活血，止痛。用于肥大性脊椎炎，颈椎病，跟骨刺，增生性关节炎，大骨节病
抗菌消炎片(益金解毒片),片剂,清热、泻火、解毒。用于风热感冒，咽喉肿痛，实火牙痛
时疫清瘟丸,丸剂,清热透表，散瘟解毒。用于外感时疫瘟邪引起的头疼身痛，恶寒发热，四肢倦怠，喉痛咽干，腮红肿
肝复康丸,丸剂,收敛，益气，解毒，降谷丙转氨酶。用于急、慢性肝炎，早期肝硬化和肝功能不良
辛芩冲剂,颗粒剂,益气固表，祛风通窍。用于肺气虚证之鼻鼽 (过敏性鼻炎)、鼻窒等症
冻疮未溃膏,膏剂,活血散瘀。用于未溃冻疮
沉香化气片,片剂,理气疏肝，消积和胃。用于肝胃气滞，脘腹胀痛，胸膈痞满，不思饮食，嗳气泛酸
沉香舒气丸,丸剂,舒气化郁，和胃止痛。用于肝郁气滞、肝胃不和引起的胃脘胀痛，两胁胀满疼痛或刺痛，烦躁易怒，呕吐吞酸，呃逆嗳气，倒饱嘈杂，不思饮食
补天灵片,片剂,补肾壮阳，填精益髓。用于肾阳亏损，阳痿早泄，腰膝酸软，遗精自汗，畏寒肢冷，神疲乏力
补中益气丸(浓缩丸),丸剂,补中益气，升阳举陷。用于脾胃虚弱，中气下陷，体倦乏力，食少腹胀，久泻、脱肛、子宫脱垂
补益资生丸,丸剂,滋阴补气，调养脾胃。用于脾胃虚弱引起的胸闷作呕，食欲不振，精神倦怠，大便溏泄
灵仙跌打片,片剂,散风祛湿，活血止痛。用于手足麻痹，时发疼痛，跌打损伤，痛不可忍或瘫痪等症
附子理中丸(浓缩丸),丸剂,温中健脾。用于脾胃虚寒，脘腹冷痛，呕吐泄泻，手足不温
附子理中片,片剂,温中健脾。用于脾胃虚寒，脘腹冷痛，呕吐泄泻，手足不温
鸡鸣丸,丸剂,润肺止咳，化痰定喘。用于五更咳嗽，肺虚气喘，痰中带血
驱虫消食片,片剂,消积杀虫，健脾开胃。用于小儿疳气，虫积，身体赢瘦，不思饮食
青六散,散剂,化温热，利小便。用于湿热泄泻，小便短赤
青蒿鳖甲片,片剂,养阴清热。用于温病后期，夜热早凉，阴虚低热，热退无汗
罗布麻叶片,片剂,降压。用于高血压头晕、心悸
知柏地黄丸（浓缩丸）,丸剂,滋阴降火。用于阴虚火旺，潮热盗汗，口干咽痛，耳鸣遗精，小便短赤
和肝利胆冲剂,颗粒剂,清热利湿，舒肝理气。用于急性黄疸型肝炎，慢性肝炎活动期，急慢性胆囊炎
和肝利胆糖浆,糖浆剂,清热利湿，舒肝理气。用于急性肝炎，慢性肝炎活动期，急慢性胆囊炎
使君子丸,丸剂,消疳驱虫。用于小儿疳积，虫积腹痛
金钱白花蛇药酒,酒剂,祛风除湿，散寒止疼，活血通络，舒筋强骨。用于由风、寒、湿邪引起的痹症、痿症，筋骨疼痛，腰膝酸软，手足麻木，屈伸不利
乳泉冲剂,颗粒剂,通经，活血，下乳。用于产后乳少，乳汁不畅
炙甘草合剂,口服液,益气滋阴，通阳复脉。用于气虚血少，心动悸，脉结代
泻青丸,丸剂,清肝泻火。用于耳鸣耳聋，口苦头晕，两胁疼痛，小便赤涩
治湿平胃丸,丸剂,祛湿健胃。用于湿滞脾胃，运化不佳，痰饮痞闷，嗳气吞酸
定中丸,丸剂,健胃补脾，止呕。用于暑湿呕泻，停食伤胃，膨闷胀饱，吐泻腹痛
宝宝乐,颗粒剂,温中补虚，和里缓急，开胃消食。用于脾胃虚寒，脘腹隐痛，喜温喜按，胃纳不香，食少便溏
炎可宁片,片剂,清热泻火，消炎止痢。用于急性扁桃腺炎，细菌性肺炎，急性结膜炎，中耳炎，疖痈瘰疬，急性乳腺炎，肠炎，细菌性痢疾及急性尿道感染
降压丸,丸剂,滋肾，清肝，泻火。用于肝阳、肝火上炎所致头痛眩晕，目赤耳鸣，血压升高
参芪糖浆,糖浆剂,补气扶正。用于体弱气虚，四肢无力
参苏片,片剂,疏风散寒，祛痰止咳。用于体弱感冒风寒，恶寒发热，头痛鼻塞，咳嗽痰多，胸闷呕逆
参苏宣肺丸,丸剂,解表散寒，宣肺化痰。用于肺经痰湿，感冒风寒引起的头痛鼻塞，周身不适，咳嗽痰多，胸膈满闷，气逆恶心
参桂再造丸,丸剂,舒筋活络，祛风行血。用于筋骨疼痛，四肢麻木，腰酸背痛，疲劳无力
参杞酒,酒剂,补气、益脾，滋补肝肾。用于气血不足，腰膝酸软，食少，四肢无力
珍珠冰硼散,散剂,去腐，解毒，消炎止痛。用于口舌生疮，齿龈腐烂，肿痛，急慢性咽喉炎
珍黄安宫片,片剂,镇静安神，清热解毒。用于治疗高热，烦躁不安，失眠多梦，神昏谵语，惊风抽搐，癫狂痫症，头痛，眩晕
荆防合剂,口服液,发汗解表，散风祛湿。用于感冒风寒，头痛身痛，恶寒无汗，鼻塞流涕，咳嗽
柏子养心片,片剂,补气，养血，安神。用于心气虚寒，心悸易惊，失眠多梦，健忘
药酒丸,丸剂,祛湿散寒，疏风通络。用于外受风寒湿邪引起的手足麻木，下肢软弱，筋骨疼痛，气滞积聚，痞满腹痛
轻身消胖丸,丸剂,益气、利湿，降脂、消胖。用于单纯性肥胖症
胃可宁 (片),片剂,收敛、制酸、止痛。用于胃痛泛酸，胃及十二指肠溃疡
骨友灵擦剂,颗粒剂,活血化瘀，消肿止痛。用于骨质增生引起的功能性障碍，软组织损伤及大关节病引起的肿胀，疼痛
